기준_년_분기_코드,상권_코드,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
2019_1,1000492,3340419,7,8921706263,2186583442,1096521606,670127124,1053838678,1532035284,346812340,273372891,1382099764,380315134
2019_1,1000491,4275434,8,5847413345,1384546774,734269559,460888936,671944124,1020480224,247409957,180814740,894607472,252451559
2019_1,1000490,4587207,8,4684563404,1186635514,566644813,335357700,591490729,801726540,168660033,140901140,694183743,198963192
2019_1,1000489,3741006,7,5531703330,1455421753,667386153,398320841,708894233,886282958,185104826,177909038,813099727,239283801
2019_1,1000488,3702188,7,5701634544,1390536611,742919290,404152770,688080766,824395211,207599601,204658163,961190133,278101999
2019_1,1000487,3992944,8,4565903187,1167197964,555465970,343010915,571300656,772513090,166265741,140494988,652209373,197444490
2019_1,1000486,3809617,8,5835130463,1631799254,703956604,428791529,780165413,887692890,197382584,193794225,758207983,253339981
2019_1,1000485,3413571,7,4819563138,1210475292,596196522,367847319,580761347,817269802,189336765,150480938,699892446,207302707
2019_1,1000484,3015033,7,11038024794,2758053650,1331892881,799060966,1359812211,1845972684,417953915,325757992,1741317717,458202778
2019_1,1000483,3146279,7,6297122823,1591858159,778192767,496401600,753102364,1057537297,240302730,204531430,900175903,275020573
2019_1,1000482,2948354,6,10603197061,2594901632,1292307068,780477606,1266040420,1801313430,411793654,315849950,1695670368,444842933
2019_1,1000481,3092419,7,8465512138,2096469340,1033528068,634767107,1018089244,1444697774,319923942,258473992,1298587683,360974988
2019_1,1000480,4323931,8,8050502095,2006887847,981415053,601484462,996810553,1374255212,296416213,245020431,1199216050,348996274
2019_1,1000479,3076435,7,9450984441,2386505498,1145695895,683569319,1177978295,1556871175,378494394,276941511,1458222625,386705729
2019_1,1000478,3553142,7,8065589664,2062520927,968781351,565840383,1022369950,1338329117,286874257,233815844,1244712198,342345637
2019_1,1000477,3423343,7,6158537211,1539542919,731836161,445461191,762402878,1029084818,232091240,180241399,989935594,247941011
2019_1,1000476,2858754,6,12663547962,3228942997,1528944500,911916897,1554858167,2092683710,469372490,383343167,1964972684,528513350
2019_1,1000475,2906449,6,10477337118,2590607909,1275610379,766223436,1261969522,1767708802,408214920,312086466,1657246181,437669503
2019_1,1000474,3891539,8,9584063161,2652653620,1143139431,705127793,1270111804,1493187286,328892401,306056867,1279705470,405188489
2019_1,1000473,4615775,8,6279397314,1587468839,766209242,474461474,781191424,1062970030,247640656,188991892,904177901,266285856
2019_1,1000472,4937255,9,8633496955,2213935990,1039148303,642487836,1084904746,1432930072,317868435,263677418,1275660590,362883565
2019_1,1000471,4878694,8,6164012372,1537127050,746278724,452013209,760043622,1064209076,220975531,185430820,931963649,265970691
2019_1,1000470,3294803,7,6997466476,1743039129,882609723,550586246,824082625,1145755033,271859778,235538086,1027850988,316144868
2019_1,1000469,3201097,7,8149975912,2020411748,1007918690,630911464,968740334,1370997914,310971291,261006221,1223408082,355610168
2019_1,1000468,3192198,7,6377537664,1527508783,787948802,507939073,732693899,1082933162,259720813,200469506,1006213301,272110325
2019_1,1000467,3133943,7,7557452215,1787124915,931168068,596815619,861959252,1311907090,311641830,231488956,1206335606,319010879
2019_1,1000466,3118727,7,8536399236,2008620845,1051767772,668072157,970323668,1483967953,345643523,261542845,1383884955,362575518
2019_1,1000465,3039427,7,5489938755,1370339573,685407432,411693099,649913039,881254929,202737989,182178695,861127537,245286462
2019_1,1000464,3738777,7,9140973266,2285887821,1105731205,667206877,1120426345,1532271463,324887979,280339345,1432251775,391970456
2019_1,1000463,5160477,9,6297199704,1487999630,762575973,453561358,736892294,1106019391,232072637,183108453,1066500921,268469047
2019_1,1000462,4577602,8,8452791353,2247778715,1020537872,630018485,1098803385,1354277045,306213578,268452344,1164890250,361819679
2019_1,1000461,4489083,8,10535577240,2751870089,1259298182,764965074,1357112781,1766612624,364568334,316897849,1500666267,453586040
2019_1,1000460,2679647,6,4885811837,1441073629,609264617,361304641,686259129,630264021,160804144,185716483,585146289,225978884
2019_1,1000459,3052165,7,7195785216,1948189477,936174672,529676651,950084979,930773005,260678840,278071403,1011559726,350576463
2019_1,1000458,3942763,8,6602332994,1680162909,807931754,490986279,816976723,1087994664,236157161,209182598,982965356,289975550
2019_1,1000457,3157637,7,5847903542,1513499053,711784900,423331166,763302040,977540097,226516783,170297579,814384935,247246989
2019_1,1000456,2807531,6,5343203513,1377260437,651239614,396070801,683628109,892941315,206174744,160754485,748785068,226348940
2019_1,1000455,3083893,7,4902622799,1288566073,601703085,361815012,647689918,811096851,197601922,145510204,641463350,207176384
2019_1,1000454,2743405,6,6807964467,1759468479,830736040,499771835,883302085,1132489013,273006260,202463205,944817810,281909740
2019_1,1000453,5005078,9,3173683838,865351738,385029111,235961686,425870463,499441272,123396625,98360147,407514466,132758330
2019_1,1000452,4593658,8,4134665933,904123470,512680565,344235076,457570905,722107701,204968914,116574136,708869013,163536153
2019_1,1000451,3953375,8,6635743275,1660255391,809229257,522252129,829341191,1099860864,283810333,197186833,961937361,271869916
2019_1,1000450,2712518,6,7608031637,1957802416,928056600,565464370,969274656,1289448908,283053726,230058555,1056405052,328467354
2019_1,1000449,3047699,7,15607051719,4050394073,1879554070,1095031149,2032530998,2606589278,562048477,453519845,2264838440,662545389
2019_1,1000448,2852778,6,10986212621,2872594211,1323628795,781614738,1428785776,1811131930,391876041,327036197,1583217311,466327622
2019_1,1000447,2872222,6,8270640157,2161033604,1005749682,618456365,1066338806,1384037518,304970791,253604628,1120978164,355470599
2019_1,1000446,2622075,6,11408630373,2872345265,1381192580,828188477,1460021784,1965179862,427765165,329616661,1660228974,484091605
2019_1,1000445,3511014,7,5310549338,1239033908,710608872,363284794,634161873,749636221,204589622,193046361,950060649,266127038
2019_1,1000444,3217031,7,5736771198,1649011727,680655855,424801332,799852680,877834196,192996233,184579229,685069735,241970211
2019_1,1000443,4040015,8,7498772859,1900779508,909422335,536930846,958242455,1285325483,283898088,216185133,1090697616,317291395
2019_1,1000442,3208739,7,8119719737,2210552348,976696674,587500794,1097492007,1291780866,304094839,243609884,1069957366,338034959
2019_1,1000441,3500117,7,8991817471,2364941524,1089959802,656098137,1187650483,1482755143,348308802,267110311,1220771662,374221607
2019_1,1000440,3415609,7,5823866594,1576639567,699307468,419061093,788165125,925759797,223869486,171497910,780703851,238862297
2019_1,1000439,3290494,7,6749832951,1929229099,803980033,507498021,935576542,1028776638,236910885,217655163,807622369,282584201
2019_1,1000438,3659647,7,14220865201,3650278847,1704456723,1015515048,1817383936,2365080589,523203836,420186273,2132865237,591894712
2019_1,1000437,2579920,6,8049789454,2109187030,983860043,595995810,1036426588,1337154112,299755091,247351819,1093381668,346677293
2019_1,1000436,4237557,8,9139250518,2399623011,1111288073,668340186,1181183473,1491546015,349577213,275201674,1274482344,388008529
2019_1,1000435,2907619,6,10503736568,2680988772,1260956030,759554099,1333798473,1769004857,379534889,313629456,1565718193,440551799
2019_1,1000434,2443268,6,9190848348,2369188507,1112711572,664909087,1193420129,1551050640,336386452,271763188,1299989347,391429426
2019_1,1000433,2508109,6,9487186905,2399034317,1148132991,677217844,1206647539,1617477864,345373821,277126568,1411752184,404423777
2019_1,1000432,3006981,7,8990225050,2322302825,1082816735,648843944,1168940237,1519122926,328560561,264297680,1275191629,380148513
2019_1,1000431,2625893,6,9521868854,2458576876,1143250788,704383942,1229858620,1585187590,364961280,281995986,1361879867,391773905
2019_1,1000430,2612271,6,14107302604,3444276573,1722759451,1038761227,1747552023,2470726491,550914945,409027966,2126068494,597215434
2019_1,1000429,2663792,6,14738447697,3791113240,1786295378,1101256264,1908478096,2517338857,560575398,438370606,2011679486,623340372
2019_1,1000428,3300181,7,8015443400,2026366997,982636421,588049158,1035696082,1385590814,316953106,231882581,1106360249,341907992
2019_1,1000427,2839799,6,6759915294,1717713444,826955924,499947128,873598584,1145746652,279389420,195100652,940319503,281143987
2019_1,1000426,2810111,6,6042490361,1535067681,736057621,447933806,782144871,1020771274,246836565,175006354,847961637,250710552
2019_1,1000425,2584962,6,13901794237,3378379908,1704068104,1024001306,1728128839,2444137713,552333480,398443751,2082573508,589727628
2019_1,1000424,2721887,6,7935756156,2071323025,956626664,564880311,1042224552,1315799335,305619551,232438487,1121158919,325685312
2019_1,1000423,2832406,6,7079902712,1866378907,854659606,503812647,936486574,1162784733,276177036,207570823,982080016,289952370
2019_1,1000422,2651988,6,7935192412,2060701124,958788586,568019165,1040714975,1329387086,303597099,232275761,1112390085,329318531
2019_1,1000421,2821400,6,10689481504,2679343041,1293806289,786873087,1354644821,1818170219,424136141,309868894,1580660297,441978715
2019_1,1000420,3062651,7,7588403485,1968064770,909705378,545863933,987683052,1269357482,290167019,220925865,1083629461,313006525
2019_1,1000419,3013877,7,5903661355,1570242346,703227224,416282019,776222235,959318066,220614251,173924107,842206274,241624833
2019_1,1000418,2522257,6,6218934738,1612151099,747669567,449848008,816018482,1041659023,237073676,182453556,875799751,256261576
2019_1,1000417,2390524,5,5015499802,1372397352,592741631,354421260,688461813,806115248,175230183,149295371,670711319,206125625
2019_1,1000416,2745206,6,11414163814,2775200710,1397062996,860688563,1408242987,1975293205,476531149,330114810,1718188949,472840445
2019_1,1000415,2627317,6,12544128642,3049670620,1538088885,923637174,1553476586,2204719030,495752795,361503735,1884061806,533218011
2019_1,1000414,3084003,7,6548666683,1670346460,792805491,480771700,849474719,1112600101,256105630,191303726,924223243,271035613
2019_1,1000413,2798588,6,10681095594,2601170128,1312912288,800619603,1326278717,1880033751,434434057,308801041,1564323995,452522014
2019_1,1000412,2868752,6,10010639330,2441936659,1228008608,746170938,1240114186,1739607005,413232566,288447124,1493799850,419322394
2019_1,1000411,2558283,6,14055095943,3435741384,1713535764,1014729574,1751357459,2480827349,530214437,404360139,2124059486,600270351
2019_1,1000410,2461421,6,6898602966,1813143027,831978323,497989198,914893282,1145443679,252201220,204096715,947407494,291450028
2019_1,1000409,2589210,6,12987780097,3172145524,1586163380,943383096,1620880527,2291486897,495403466,373315683,1949755197,555246327
2019_1,1000408,2550451,6,8691995038,2255595324,1049343313,626044019,1143523848,1458787847,324041199,255150378,1214954865,364554245
2019_1,1000407,2459848,6,7575045071,1953864872,918442587,552735223,987935676,1276063596,286872283,223757298,1056937844,318435692
2019_1,1000406,2635883,6,6797417165,1697067062,821977016,487159225,852636506,1166124199,248633006,198016005,1037432655,288371491
2019_1,1000405,2913918,6,11049961848,2805397140,1328380337,798944402,1410335281,1879098256,407931515,324030713,1632634272,463209932
2019_1,1000404,2666311,6,11794836559,2954426802,1421482482,843890824,1486248096,2024893902,425851722,343884617,1794540582,499617532
2019_1,1000403,2630628,6,13147800080,3238904607,1595059156,946309534,1644050093,2283897698,492773293,379188186,2011494260,556123253
2019_1,1000402,2635037,6,11845901652,2898620957,1439301944,851039314,1474166593,2070212470,447763342,339908168,1823381328,501507536
2019_1,1000401,2647371,6,14876596363,3687362385,1801645951,1068150677,1873457642,2583070014,559348744,429795712,2248362433,625402805
2019_1,1000400,2611234,6,13413673930,3254210729,1638740488,970313965,1663769958,2359441153,524220676,382677363,2053225060,567074538
2019_1,1000399,2540653,6,12539055817,3089071606,1524811745,900081040,1576349184,2193127143,475548409,359783365,1888526441,531756884
2019_1,1000398,2861725,6,14154647730,3634083413,1696141776,1009656048,1823842973,2397625199,511066446,415631720,2073592803,593007352
2019_1,1000397,2483116,6,2919106865,802125158,351366589,214076609,412531843,480694371,110353475,87186685,339300696,121471439
2019_1,1000396,2618878,6,13820106622,3567345282,1661204639,1000158553,1794626726,2334157990,512914732,408047653,1965774183,575876864
2019_1,1000395,2760689,6,9241403625,2289258708,1131859064,665619810,1162749564,1603097962,363087476,263858755,1369139167,392733119
2019_1,1000394,2609497,6,10217150489,2525946331,1240598945,752309539,1286342394,1758518129,406579141,294656981,1528041765,424157264
2019_1,1000393,2719064,6,12870743393,3208694285,1566629612,927668588,1634064626,2238154026,482142465,370824496,1890938661,551626634
2019_1,1000392,2543553,6,10480102168,2702974167,1259814094,733686903,1349226472,1740517387,376895498,305711381,1569422542,441853724
2019_1,1000391,2680519,6,10990521380,2773477069,1329924666,772041955,1386876533,1859284109,404050980,318282383,1682477424,464106261
2019_1,1000390,2779342,6,10778285937,2728131185,1308826875,775754462,1385601092,1840652906,408714099,311739120,1562837842,456028356
2019_1,1000389,2414229,5,10950398275,2880708187,1315836632,778538667,1436866052,1816203024,388624557,325395389,1545327253,462898514
2019_1,1000388,2473553,6,9815978102,2862656385,1145054097,670211660,1414871448,1464698013,319290234,300080747,1235605938,403509580
2019_1,1000387,2633492,6,10185630041,2919741079,1194240233,696405952,1445475658,1526016629,352403988,308588125,1332900290,409858087
2019_1,1000386,3037522,7,7955571980,2197447668,945562580,536645263,1078064038,1203613703,290233581,232887804,1148332204,322785139
2019_1,1000385,2971450,6,5986196032,1696112801,715778366,417588915,831047874,924451856,211925887,184537362,756197854,248555117
2019_1,1000384,2531003,6,10246196062,2854237177,1218498045,722060927,1418558663,1571414895,380655748,308970857,1356497466,415302284
2019_1,1000383,3276242,7,5369322908,1452922318,643636701,363397674,697730893,835072135,195762863,158510894,803405263,218884167
2019_1,1000382,3424947,7,11604103070,3128827080,1385440263,786597771,1515590556,1776603396,415976306,339129651,1773164430,482773617
2019_1,1000381,3280303,7,4895030879,1335175262,586630717,346237391,666873841,784166748,178810070,143101441,649183926,204851483
2019_1,1000380,2693909,6,12138972734,3144796608,1516512519,925540193,1529641528,2025547520,503963418,373193283,1595288546,524489119
2019_1,1000379,2792079,6,10554424260,2673117685,1308499708,804436230,1314663761,1790153258,439670176,316522095,1457203942,450157405
2019_1,1000378,3629453,7,4250110840,1136832941,513711224,295315777,558119972,667889487,152859782,127416412,616820591,181144654
2019_1,1000377,3452034,7,9976632601,2622276479,1211758438,710090358,1309032937,1638685897,376715207,289911874,1394242893,423918518
2019_1,1000376,2406349,5,7680997846,2262758430,891179490,532917121,1113789665,1145339071,256840171,237191002,933878600,307104296
2019_1,1000375,2639028,6,6971274944,1872740432,837287369,490492130,941721220,1145853585,250882502,205405058,933507452,293385196
2019_1,1000374,2241430,5,5858104174,1638620647,692587120,427201150,831196071,919135399,219922342,177097449,716398343,235945653
2019_1,1000373,2486695,6,3536024145,941394529,425097519,254395000,480698553,579672816,128685406,105038291,471475389,149566642
2019_1,1000372,2343858,5,8581159470,2464880675,1015037618,609506599,1229325737,1328333960,293502704,264669952,1018305980,357596245
2019_1,1000371,2569954,6,9514150601,2566947786,1144720645,676909526,1293440784,1534316232,361731389,281876989,1263291654,390915596
2019_1,1000370,3319646,7,5148471382,1487305777,603357031,325141514,716067481,750967022,166173079,151237586,739268017,208953875
2019_1,1000369,2378188,5,7673829773,2124723722,913271676,530978910,1062399645,1220011950,268444392,228255081,1006539134,319205263
2019_1,1000368,2908193,6,3976360443,1095752977,475356567,280335776,556796465,644689823,143667759,116994038,496966728,165800310
2019_1,1000367,2529871,6,1733011768,482224762,207406437,123512149,247207996,280323135,64805068,51221762,205070841,71239618
2019_1,1000366,2869050,6,5708713980,1571494117,683592975,403043577,798189224,927634442,204101330,167805754,712015929,240836632
2019_1,1000365,2639757,6,4835237990,1386411739,569844276,340448630,701344219,753708139,171341534,145420518,570246784,196472151
2019_1,1000364,2350002,5,5991656942,1778973330,693606677,418365498,894461942,885009303,209008628,184859184,693063770,234308610
2019_1,1000363,2431004,5,6225893313,1775960051,734803325,439298147,895413159,962114932,229197190,187658367,753251150,248196992
2019_1,1000362,2344576,5,8711602698,2457937704,1036515140,636460193,1229055652,1365180971,311936015,268260869,1043300142,362956012
2019_1,1000361,2423874,5,7048446619,1975077589,840568313,500856102,988845759,1116551973,248669638,214551086,868994823,294331336
2019_1,1000360,2507972,6,10036200007,2729921262,1199586147,729057693,1365041068,1613969040,371556721,305797729,1308878992,412391355
2019_1,1000359,2769875,6,9351994369,2507225252,1127602313,676545498,1257240789,1527820588,349425569,279365574,1236035099,390733687
2019_1,1000358,2339910,5,7775730091,2208109578,921180380,566922346,1109356613,1210092888,280030827,237953722,921090941,320992796
2019_1,1000357,2175954,5,8087587004,2340862621,951857636,577872187,1177037090,1246416584,275367957,250485665,932285948,335401316
2019_1,1000356,2134644,5,8862501767,2486237847,1045535122,619801500,1251397176,1388053699,303871415,267876849,1132297162,367430997
2019_1,1000355,2216955,5,8454364263,2400427206,997455017,597487366,1206465303,1320346157,286520485,258334277,1034530766,352797686
2019_1,1000354,2337647,5,8052952168,2266558549,950036222,567301316,1125021101,1261245799,285953300,243993452,1026346328,326496101
2019_1,1000353,3701560,7,6885040479,1821303626,836829642,485543944,906692418,1124299091,259704436,199603076,958429578,292634668
2019_1,1000352,2447008,6,9627491301,2592319420,1153839631,699023955,1296669109,1562799709,354529995,291595722,1277855902,398857858
2019_1,1000351,2627580,6,6612092745,1878035730,795676881,497248453,936483246,1053889612,240708524,207994881,721560682,280494736
2019_1,1000350,2289656,5,5319206911,1519186320,639075765,400267831,762552349,845230689,199653914,167389357,564159630,221691056
2019_1,1000349,2578067,6,7314316657,2100599040,876881813,552219971,1016124898,1131242719,255631362,235733431,833361884,312521539
2019_1,1000348,2439403,5,7129918692,2014715168,853667542,533417005,980126539,1103190984,258295467,225659629,861274040,299572318
2019_1,1000347,2410652,5,6573931580,1880507923,786846459,500622636,902095923,1004425792,233046896,214411441,773730983,278243527
2019_1,1000346,2643373,6,7208430926,2176711354,828138246,480281853,1075302238,1021066142,238965854,220166521,886383940,281414778
2019_1,1000345,2536022,6,6783388205,1790631865,812875990,485853607,915359146,1140000783,242119078,199144859,911243533,286159344
2019_1,1000344,2375217,5,9656496268,2554840558,1156663901,692152520,1303975580,1618332829,345565548,284677064,1294118310,406169958
2019_1,1000343,2374896,5,9039075202,2361011159,1086978288,658404001,1213872388,1541818901,321467396,266790427,1201138675,387593967
2019_1,1000342,2402269,5,7300088730,1945447883,892008870,568287815,953692432,1178034940,297528297,227732072,932864098,304492323
2019_1,1000341,2387262,5,7411458826,2034258279,881762014,510470130,1010317241,1183569674,259758379,220558549,1003454535,307310025
2019_1,1000340,2871137,6,5773514465,1692903353,673171782,406729221,828106237,858174316,191109410,180292122,706901860,236126164
2019_1,1000339,2373176,5,8322237355,2188611664,1007283550,621548257,1104702226,1380706554,325426125,248786153,1098364031,346808795
2019_1,1000338,2334309,5,7674797005,2101470885,910288308,551141857,1058120008,1227417029,271587115,232602296,1005195342,316974165
2019_1,1000337,2441954,6,8707392419,2327609040,1043801810,624303975,1169875619,1419036625,323318955,260248867,1179159871,360037657
2019_1,1000336,2368013,5,6998631968,1931963159,828090758,495904729,965649241,1114150624,244582742,210924574,918298194,289067947
2019_1,1000335,2393285,5,9492954457,2625437536,1115375003,666684781,1309368835,1502894549,322064218,286579454,1274872108,389677973
2019_1,1000334,2328066,5,10714198196,2840080637,1288762498,783977881,1458079244,1806477892,387417880,318396822,1375171083,455834259
2019_1,1000333,2274434,5,9637259269,2565837631,1150587422,685125875,1300080076,1585909602,345409008,284762838,1318438861,401107956
2019_1,1000332,2267728,5,9206557367,2581001286,1081505776,653471175,1295219579,1442657363,316244490,279840959,1179566378,377050361
2019_1,1000331,2835350,6,11633723492,3178042743,1398932629,828418334,1587868999,1842029867,458761455,347043932,1521484356,471141177
2019_1,1000330,3334978,7,10689489873,2907688693,1287400622,743147722,1427202191,1684146639,426389932,315489091,1463244832,434780151
2019_1,1000329,2983348,6,8034245550,2326893071,930022944,553294849,1145756967,1206410499,261353983,247395932,1037030259,326087046
2019_1,1000328,3767160,8,6761993344,1947020992,778383004,452444604,944252867,1006363300,215280952,206305527,938065236,273876862
2019_1,1000327,2332829,5,9134388112,2471607508,1105684355,683027843,1259971033,1536011058,337341690,278006616,1071438171,391299838
2019_1,1000326,2435674,5,5652784720,1601337893,678353165,419113077,806932815,910878412,201760775,176228700,618326274,239853609
2019_1,1000325,2293150,5,1907507869,588940187,217707180,136200619,289170950,265850563,62911530,61349689,211609332,73767819
2019_1,1000324,2435011,5,7833137161,2067907426,956116839,600019366,1024966148,1272076181,322050529,238972092,1026401306,324627274
2019_1,1000323,2412085,5,7451255425,2055861260,884713960,531551231,1026725782,1184650680,264815831,225230597,970109982,307596102
2019_1,1000322,2361545,5,8558079736,2323550600,1015564161,610550035,1165900223,1379181436,301302822,257574757,1149696911,354758791
2019_1,1000321,2384994,5,6130428568,1722468428,721514354,433600462,861547918,951801024,215491992,187914638,788287488,247802264
2019_1,1000320,2810979,6,4411984194,1331158106,506846405,308899349,658747001,633863077,143018679,139279694,514610518,175561365
2019_1,1000319,2390167,5,6798966480,1947064050,813229327,515105412,934145474,1045273114,236332896,221876337,796591919,289347951
2019_1,1000318,2377517,5,5361301795,1534358145,631108120,387137951,752966641,805976615,192257847,166967015,673330934,217198527
2019_1,1000317,2382803,5,7519408394,1994087564,900066339,539585001,1012199576,1257027282,268058366,221436352,1007846519,319101395
2019_1,1000316,2702805,6,7549638046,2045908209,903668536,546500947,1041592263,1245131248,272626182,224079777,952334472,317796412
2019_1,1000315,2516500,6,9607070673,2655985430,1155860853,711875637,1347111472,1574201577,352616931,292871608,1110571703,405975462
2019_1,1000314,2370401,5,4599058672,1298549851,545814132,330914465,642778078,717205078,161836082,142635769,569410234,189914983
2019_1,1000313,3053900,7,5719714953,1673840499,666156669,403167722,805548256,833550974,189124347,181663122,733760245,232903119
2019_1,1000312,3241736,7,8687603419,2388136399,1030762283,613555362,1172993249,1364478655,322028157,259196340,1182825195,353627779
2019_1,1000311,2999976,7,7328829663,2070872742,865321684,516405019,1025805657,1135602511,251811282,222616292,936667541,303726935
2019_1,1000310,3715812,7,4871675314,1345029266,577153797,349974571,646417247,749894935,165760934,153453283,678367223,205624058
2019_1,1000309,3442781,7,5754667784,1633835194,684392448,411667153,779845216,866834705,196422696,181894031,756116473,243659868
2019_1,1000308,2362054,5,4990512357,1456651393,584166581,352044055,715275071,755967213,161931263,156296808,601703283,206476690
2019_1,1000307,3141312,7,4871061260,1391909336,567634271,334147144,690536005,747382913,162383574,146351956,631904816,198811245
2019_1,1000306,3250660,7,4476053529,1142691742,557414457,341857351,552157835,731000926,175476341,142483090,637357625,195614162
2019_1,1000305,3198286,7,7192008898,2038863772,860337010,536998501,962323913,1104256755,238395495,236567618,902793211,311472623
2019_1,1000304,3324317,7,4179313994,1079338039,524538492,304917022,526021804,657281431,153549844,137632574,605760058,190274730
2019_1,1000303,3493923,7,6844022285,1878686885,803747560,478716469,908131824,1075752750,231966543,207223766,976169735,283626753
2019_1,1000302,3962372,8,7179231130,1907411222,850412137,501820292,926010971,1162631460,250959495,213333301,1066139257,300512995
2019_1,1000301,3433396,7,7667980782,2059886149,915392866,551433051,1002566145,1234788350,269509183,232492615,1076483397,325429026
2019_1,1000300,3214609,7,9085937371,2500079046,1073408639,643247813,1207899658,1426007553,306162057,279322622,1269567572,380242411
2019_1,1000299,2951551,6,1743401823,465127378,214303086,141570503,224465678,274366038,71695375,57120430,221147523,73605812
2019_1,1000298,3448181,7,11842475922,3099929654,1428912815,849935987,1555173516,1968536418,440069908,348552899,1651824332,499540393
2019_1,1000297,3468696,7,6179246740,1683952466,733874296,430168476,826003935,976992453,213755800,182240005,871685006,260574303
2019_1,1000296,2503574,6,5235197988,1501033989,616414129,374450525,756011966,807825584,183610620,160542222,621093249,214215704
2019_1,1000295,2956379,6,4803914725,1364476852,574723444,344562961,659910597,734715693,163371736,152451762,605566880,204134800
2019_1,1000294,2951341,6,6761967209,1912710946,813803170,519776912,904893308,1040384951,230817641,226201762,820690976,292687543
2019_1,1000293,2971028,6,4728077231,1275197320,609664747,344495471,601191900,620111355,156701440,182077420,705707658,232929920
2019_1,1000292,3418798,7,4167300396,1023814666,539315284,301540186,525372606,632362390,162905464,141237659,643212132,197540009
2019_1,1000291,3026831,7,1500715920,327999397,221304414,93834368,177880555,156324706,55706488,66805766,311664481,89195745
2019_1,1000290,2685284,6,6335985381,1750994648,782757681,483483469,815153821,926536536,213760307,224801091,849859454,288638374
2019_1,1000289,3000470,7,4434438904,1221350826,566894120,331953367,569451354,594461152,145766839,169674425,618399627,216487194
2019_1,1000288,3032894,7,7689974485,2172781405,913144753,548678372,1048991423,1171829503,270642315,238562744,1004715818,320628152
2019_1,1000287,3048592,7,7023642075,1997005430,823362128,489045151,982007861,1074813409,245013219,210628935,915191320,286574622
2019_1,1000286,3093340,7,5076454434,1439504700,594571873,354900259,702805583,772185006,176673576,153520037,675463933,206829467
2019_1,1000285,2680835,6,7524520794,2081824726,917355185,581718737,994006127,1167355223,271310232,250991568,931753642,328205354
2019_1,1000284,3445665,7,8799754858,2244763744,1085898858,648082340,1066442042,1353617184,321330803,287143644,1401329018,391147225
2019_1,1000283,2448088,6,6107318140,1595161324,750081819,469174015,791521848,1014730860,238554852,190589999,794517417,262986006
2019_1,1000282,3059856,7,4829642718,1231011947,592806251,352452903,600963624,790302103,182807145,146373939,723862832,209061974
2019_1,1000281,4280144,8,9580987503,2485478710,1145644257,697408841,1227906368,1570143973,370088825,280909576,1410358412,393048541
2019_1,1000280,3469374,7,5129695265,1385403086,610745932,363608536,658028905,799461481,173509407,158641577,763055035,217241306
2019_1,1000279,3027201,7,4289020301,1185623084,516094343,326108024,558293948,668015431,147364795,140274678,562193819,185052179
2019_1,1000278,3307114,7,4051432058,1091459450,488184069,305546637,517565622,641891135,140456656,130479631,561727536,174121322
2019_1,1000277,2982700,6,4142147520,1058197103,548374676,283521635,518255912,516745009,139893182,162396989,703488036,211274978
2019_1,1000276,3261904,7,5780227845,1517018872,707916589,426481143,728541953,909001850,205694887,186040573,845100799,254431179
2019_1,1000275,2963276,6,5504916730,1531699446,691564124,416685256,712665888,762301436,182502106,204335457,743181389,259981628
2019_1,1000274,2786008,6,7277801431,1991575249,882129944,542940604,972255057,1167929455,263605920,229759305,915393479,312212418
2019_1,1000273,3304293,7,10228728551,2663995688,1240117000,738678229,1331303621,1712741758,393237875,303171758,1416290737,429191885
2019_1,1000272,2843096,6,2532828056,667831293,312814153,195926297,317306696,400379758,93994614,83921506,349323952,111329787
2019_1,1000271,3286986,7,2962504513,761500364,366485802,224305604,366104746,478024723,112096181,94581915,429579649,129825529
2019_1,1000270,3345890,7,5968034625,1547079580,760548118,446722989,751170586,865065690,222866827,209349260,886573389,278658186
2019_1,1000269,3971641,8,5595291909,1415171809,692847790,420030299,665652835,874757752,206058439,182024829,888206002,250542154
2019_1,1000268,4002650,8,7536524907,1957113876,914691619,544471372,938072511,1212292723,264998322,228753479,1144930507,331200498
2019_1,1000267,2878121,6,4853555020,1490882852,556276239,337648115,722550254,680514363,150187068,156109633,563262953,196123543
2019_1,1000266,2608279,6,5172840035,1405959021,613902408,364213607,706044419,836681033,181178123,153350168,695598662,215912594
2019_1,1000265,2370430,5,6044000852,1694517113,716393738,435477470,849407407,950584533,216183547,184254445,748291873,248890726
2019_1,1000264,2726407,6,7061453433,2010692648,828841194,497575776,1001251220,1092688442,239966262,214599031,885061857,290777003
2019_1,1000263,2332547,5,5304063865,1563893874,617797496,381723294,769526985,781934698,179419613,168431795,626807432,214528678
2019_1,1000262,2321496,5,4748161149,1478454931,542366851,335285319,717104852,654875698,148943359,155538973,526965003,188626163
2019_1,1000261,4481864,8,6650185286,1707769242,789585716,475271597,838993280,1100010776,242676110,194411011,1026341583,275125971
2019_1,1000260,2522833,6,6761107745,1882362208,798782524,504897305,939916232,1054782223,261016447,207451608,843798774,268100424
2019_1,1000259,2378631,5,6547909529,1857499812,774750471,463787828,915222324,1007952156,229715446,202800661,829038755,267142076
