기준_년_분기_코드,상권_코드,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2019_1,1000268,104,1779,2258,756,1712,2,937,649,1491,2848,582,0,0,70,183731417
2019_1,1000269,93,1964,1249,497,36,6,990,727,525,1256,254,0,0,61,163213308
2019_1,1000270,105,2385,536,1011,2,14,2057,714,307,858,12,0,0,57,130976258
2019_1,1000271,80,987,790,143,52,2,659,567,213,343,192,0,0,62,138638394
2019_1,1000272,68,753,494,74,16,2,509,508,108,122,92,0,0,61,128855617
2019_1,1000273,314,7170,3016,399,10,2,2208,3624,3479,998,288,0,0,60,144344427
2019_1,1000274,177,1907,750,73,16,0,787,1600,142,85,132,0,0,55,127657878
2019_1,1000275,94,1394,624,240,0,0,1049,367,246,436,160,0,0,49,119375263
2019_1,1000276,156,2466,1747,428,40,5,1159,1379,555,1128,434,27,4,57,141975031
2019_1,1000277,75,1180,571,194,2,0,991,281,63,508,104,0,0,46,112994887
2019_1,1000278,93,1210,929,242,36,11,730,501,154,430,552,51,10,60,140082740
2019_1,1000279,163,1753,1106,314,2,12,1139,735,247,520,486,50,10,53,121058224
2019_1,1000280,106,2171,2168,754,0,10,526,1031,1072,1684,730,50,10,66,192196396
2019_1,1000281,203,5720,3961,1424,16,2,1445,1455,2495,4234,1492,0,2,59,201603403
2019_1,1000282,155,1195,2085,111,794,22,661,1198,1214,958,170,6,0,68,150797146
2019_1,1000283,204,2587,999,66,10,7,1404,2006,253,6,0,0,0,57,118848625
2019_1,1000284,149,4014,2214,894,2,14,1989,1085,1580,2218,266,0,0,63,168710800
2019_1,1000285,98,1351,422,54,41,0,1031,662,159,16,0,0,0,57,115281582
2019_1,1000286,61,1331,2545,520,0,0,132,322,1594,2008,340,0,0,72,229661821
2019_1,1000287,99,2601,3924,1201,0,0,194,974,3701,2405,452,0,0,68,208644697
2019_1,1000288,89,3174,3332,1219,0,0,521,1011,4224,1969,0,0,0,65,189978837
2019_1,1000289,84,1502,580,234,0,0,991,263,470,432,160,0,0,50,127051379
2019_1,1000290,134,2132,753,131,3,0,1388,774,461,336,60,0,0,50,117151789
2019_1,1000291,17,460,36,2,0,0,448,46,4,0,0,0,0,39,75973005
2019_1,1000292,68,1161,467,335,19,0,596,507,203,605,43,28,0,57,140826053
2019_1,1000293,92,1659,553,198,2,0,1105,327,382,438,160,0,0,46,119079091
2019_1,1000943,489,8090,3697,530,18,4,1756,4894,1384,375,218,526,3186,49,188719172
2019_1,1000942,227,3143,1375,285,13,8,63,1827,1809,1049,76,0,0,60,196576750
2019_1,1000941,167,2814,2969,1393,422,2,195,954,1254,1216,1811,1658,512,63,252584898
2019_1,1000940,192,3002,1654,99,2,0,189,2045,1630,893,0,0,0,52,170968639
2019_1,1000939,111,2142,2452,1364,577,384,65,290,457,583,887,965,3672,88,537027998
2019_1,1000938,217,4090,465,210,108,304,505,2664,1178,271,155,100,304,67,252840876
2019_1,1000937,181,2866,1674,1900,496,230,174,1248,668,244,560,763,3509,75,399226828
2019_1,1000936,129,1830,852,330,305,356,118,922,958,310,146,529,690,86,452208122
2019_1,1000935,32,441,218,334,155,33,76,288,129,36,44,118,490,70,317485193
2019_1,1000934,127,3180,679,417,30,2,8,594,1730,738,248,262,728,59,269204169
2019_1,1000933,143,2296,1185,419,32,2,12,492,910,660,394,262,1204,60,282196257
2019_1,1000932,260,2955,1868,1598,322,381,270,1343,790,463,648,1047,2563,72,392348226
2019_1,1000931,138,861,1285,727,190,227,2,136,162,258,374,732,1626,84,538880414
2019_1,1000930,189,5576,1908,855,861,392,338,2750,1402,1186,468,377,3071,67,320825845
2019_1,1000929,87,817,1183,1106,1209,117,85,485,363,88,155,148,3108,84,510762189
2019_1,1000928,72,3052,374,14,218,0,8,176,132,60,10,62,3210,55,484526246
2019_1,1000927,101,1328,1259,614,311,162,63,387,472,565,200,553,1434,89,549307606
2019_1,1000926,75,876,1670,438,114,20,73,434,258,504,253,323,1273,68,321279630
2019_1,1000925,124,2401,2717,1681,676,88,79,467,423,341,846,1369,4038,82,499547373
2019_1,1000924,199,2126,990,792,441,464,163,1350,780,393,181,340,1606,79,412303760
2019_1,1000923,315,5499,1266,500,404,282,416,3486,1740,801,274,262,972,57,253860796
2019_1,1000922,407,5544,2102,736,328,282,576,3181,1687,596,804,826,1322,58,259048543
2019_1,1000921,232,2366,4643,1462,26,103,262,864,571,345,698,1059,4801,73,422137740
2019_1,1000920,288,4225,2859,1120,136,46,354,1954,1027,365,656,1072,2958,62,300999838
2019_1,1000919,164,2299,4110,930,218,46,222,1019,483,151,244,560,4924,66,379841832
2019_1,1000918,93,1491,1133,1116,361,78,62,260,463,528,431,563,1872,85,491388070
2019_1,1000917,191,2712,1054,657,831,345,380,1474,707,244,142,344,2308,67,334547921
2019_1,1000916,135,1863,538,514,307,123,355,1154,469,182,246,284,655,63,264464935
2019_1,1000915,189,2401,905,1181,635,319,250,1504,750,239,106,98,2494,71,357382370
2019_1,1000914,289,3579,1350,658,487,586,362,2252,1223,612,327,552,1332,76,364119130
2019_1,1000913,224,2941,1244,633,251,276,258,2110,906,568,296,571,636,75,340863219
2019_1,1000912,153,861,1935,1339,342,227,2,136,164,262,380,734,3026,86,571190127
2019_1,1000911,97,474,814,642,457,714,0,102,150,144,208,185,2312,130,886529325
2019_1,1000910,103,558,504,875,714,937,0,90,176,348,46,94,2834,149,1082417084
2019_1,1000909,70,748,1616,278,114,20,64,408,232,496,232,494,850,70,329214469
2019_1,1000908,76,1485,472,168,26,42,42,636,962,125,132,48,248,65,264606821
2019_1,1000907,95,1690,284,176,90,98,70,797,986,141,137,43,164,75,311040019
2019_1,1000906,88,1196,288,170,74,22,106,803,349,190,92,166,44,58,241406802
2019_1,1000905,98,1283,298,178,75,38,105,892,372,178,117,172,36,61,243568078
2019_1,1000904,232,4300,3301,2361,820,102,352,1755,986,922,594,447,5828,68,342632533
2019_1,1000903,159,2358,921,62,32,38,163,1350,1122,446,54,38,238,57,235396490
2019_1,1000902,198,2902,1756,1219,888,412,418,1508,1200,568,258,440,2785,69,298253930
2019_1,1000901,140,1506,1212,378,472,298,165,679,467,413,285,863,994,85,412124232
2019_1,1000900,147,2098,1247,272,680,72,152,1005,770,514,265,889,774,72,342062383
2019_1,1000899,77,953,204,476,210,32,76,636,285,120,104,152,502,64,293640941
2019_1,1000898,140,1941,452,324,188,291,160,969,938,230,195,215,489,91,373287943
2019_1,1000897,203,3449,494,166,30,66,551,2072,1095,304,99,26,58,56,206083071
2019_1,1000896,244,4166,885,214,117,92,520,3101,944,408,263,137,101,59,222939803
2019_1,1000895,208,2854,1047,66,6,48,253,1643,1443,519,103,16,44,57,228243725
2019_1,1000894,161,2722,510,218,32,24,321,1911,786,296,145,26,21,55,210329494
2019_1,1000893,155,1863,3075,2151,438,358,229,936,552,266,709,1344,3849,77,390667630
2019_1,1000892,16,1640,1840,404,0,168,0,0,0,0,0,916,3136,84,820199348
2019_1,1000891,175,2164,802,78,110,26,217,1179,1127,392,155,88,22,60,240240587
2019_1,1000890,202,2684,963,56,110,24,250,1554,1294,531,116,72,20,57,229261757
2019_1,1000889,162,2212,744,70,516,326,201,1198,1090,366,125,98,790,65,290519033
2019_1,1000888,84,1116,456,330,172,345,118,579,261,274,126,498,563,114,469839952
2019_1,1000887,156,2917,618,406,208,449,252,1591,974,398,144,516,723,95,390196942
2019_1,1000886,216,3535,673,182,22,32,536,2590,710,278,231,48,51,53,196716323
2019_1,1000885,130,1366,1687,892,1068,444,172,546,563,573,503,786,2314,87,386559181
2019_1,1000884,227,2529,1482,1015,488,14,149,1388,1057,326,298,325,1985,62,269299013
2019_1,1000883,88,668,1396,1761,1072,261,88,336,321,330,432,688,2963,91,442694938
2019_1,1000882,92,538,769,1231,901,542,10,232,260,239,212,650,2378,106,476117973
2019_1,1000881,294,2746,2175,499,90,42,167,1568,1605,630,402,296,884,60,263491288
2019_1,1000880,341,2938,2576,515,50,97,143,1408,1838,849,753,808,377,61,277411112
2019_1,1000879,308,2657,1733,517,110,4,140,1195,1114,969,618,260,725,61,282842831
2019_1,1000878,203,4573,2773,205,180,158,326,2245,705,261,136,318,3898,51,281450543
2019_1,1000877,188,3576,1655,673,462,1096,300,2017,656,237,182,124,3946,58,327709877
2019_1,1000876,159,2364,949,48,68,6,111,1506,1028,624,94,4,68,57,238473421
2019_1,1000875,106,3101,2009,845,1136,220,166,845,252,138,708,1918,3284,67,384880366
2019_1,1000874,405,4212,2538,680,302,106,173,2176,2184,1136,671,462,1036,62,295446509
2019_1,1000873,80,491,4235,1339,614,408,81,156,136,447,366,1116,4785,96,487584494
2019_1,1000872,288,3187,2046,476,306,104,148,1450,1289,862,427,320,1623,63,320510591
2019_1,1000871,285,2221,1262,500,437,1479,95,1306,1056,729,363,230,2120,87,409548678
2019_1,1000870,308,2769,1373,322,187,545,100,1457,1579,848,408,136,668,68,304597090
2019_1,1000869,320,3154,1644,373,108,10,117,1670,1884,851,339,126,302,58,256370279
2019_1,1000868,170,2958,488,84,12,14,338,2182,655,247,112,6,16,46,185733658
2019_1,1000867,125,1004,1442,335,651,987,30,296,406,384,553,649,2101,108,504970224
2019_1,1000866,217,1012,1292,437,841,1184,30,254,558,574,499,503,2348,132,561564647
2019_1,1000865,74,1072,2904,476,256,315,90,368,585,304,366,920,2390,83,400247285
2019_1,1000864,175,1027,725,1127,683,1928,58,648,470,248,287,224,3555,128,613534462
2019_1,1000863,248,2357,1251,565,561,639,99,1186,1282,557,409,164,1676,73,335796216
2019_1,1000862,215,2074,1418,513,718,480,96,1128,904,482,177,253,2163,68,327702564
2019_1,1000861,145,911,952,683,501,434,106,499,827,502,389,135,1023,85,325064314
2019_1,1000860,186,2297,817,394,144,115,254,1360,1014,587,323,101,128,69,274419433
2019_1,1000859,118,1700,625,14,34,32,90,1110,651,413,76,5,60,56,232116676
2019_1,1000858,188,1726,1399,379,300,62,182,677,585,485,307,119,1511,62,309346793
2019_1,1000857,229,3340,1361,58,58,20,214,1961,1700,794,92,16,60,58,237517560
2019_1,1000856,235,3192,1369,121,162,18,143,1946,1546,922,127,86,92,60,245076141
2019_1,1000855,235,1118,1752,541,903,678,44,462,722,614,733,835,1582,115,462629095
2019_1,1000854,254,1990,1974,1730,581,376,129,1377,1252,292,392,538,2671,69,273253757
2019_1,1000853,296,4086,1810,735,638,48,150,2078,1783,575,526,266,1939,60,280170413
2019_1,1000852,148,1870,692,322,118,107,159,1092,908,475,278,61,136,74,290800200
2019_1,1000851,262,3653,1492,153,132,56,156,2117,1913,937,169,96,98,61,247182288
2019_1,1000850,84,864,920,318,836,754,101,452,430,181,369,390,1769,82,379260843
2019_1,1000849,79,576,584,355,622,1355,78,335,392,202,204,210,2071,88,392452757
2019_1,1000848,147,860,1023,679,818,713,114,541,760,431,290,218,1739,85,343607437
2019_1,1000847,47,776,4517,1052,948,450,1,5,52,248,442,940,6055,110,713210662
2019_1,1000846,180,2266,1005,105,142,4,101,1301,1112,725,139,76,68,60,246015356
2019_1,1000845,175,2009,978,582,88,110,234,1210,756,561,540,356,110,69,277986965
2019_1,1000844,81,1321,433,58,74,228,72,590,465,414,196,132,245,108,447736108
2019_1,1000843,202,2181,1282,125,8,0,1052,1562,391,453,138,0,0,59,131515638
2019_1,1000842,121,3630,1287,69,22,2,2226,1679,1073,30,2,0,0,61,142936774
2019_1,1000841,57,1213,771,31,2,0,119,1059,839,0,0,0,0,62,163937303
2019_1,1000840,178,3073,922,856,2,0,1374,1876,873,730,0,0,0,54,110891885
2019_1,1000839,83,1048,208,20,2,0,703,507,68,0,0,0,0,53,104639060
2019_1,1000838,117,1784,884,20,2,2,829,1347,512,2,2,0,0,58,124368121
2019_1,1000837,226,3720,1927,541,12,0,1240,1916,1398,746,900,0,0,55,143900361
2019_1,1000836,160,1918,1154,367,2,2,770,1404,471,694,102,0,2,56,144850278
2019_1,1000835,134,4758,5198,3114,0,0,274,858,4125,6956,857,0,0,72,238692303
2019_1,1000834,158,3446,883,144,4,0,832,2561,487,459,138,0,0,55,147885270
2019_1,1000833,164,1706,1128,108,4,0,532,1137,550,589,138,0,0,61,164225835
2019_1,1000832,262,4303,2193,1068,14,2,826,2759,1702,1625,666,0,2,59,157834871
2019_1,1000831,189,3806,1582,676,348,0,1156,2839,687,842,630,258,0,54,153936641
2019_1,1000830,139,2304,977,208,2,0,909,1548,678,216,140,0,0,49,141033534
2019_1,1000829,137,3572,762,72,2,0,1277,2490,619,22,0,0,0,50,128386622
2019_1,1000828,166,2142,961,46,4,0,712,1061,1070,310,0,0,0,58,146680292
2019_1,1000827,177,2041,1188,290,6,0,625,1289,878,489,244,0,0,60,160856697
2019_1,1000826,426,5615,1906,58,186,0,1671,4720,1086,156,132,0,0,57,128929333
2019_1,1000825,158,4096,3443,1684,2,0,380,1298,3011,3785,751,0,0,63,193592775
2019_1,1000824,182,3800,1263,310,12,2,913,2670,942,708,152,0,2,57,150317098
2019_1,1000823,150,2858,493,68,6,0,1206,1141,854,180,44,0,0,48,114702592
2019_1,1000822,97,1518,597,16,0,2,514,1231,386,0,2,0,0,53,138115895
2019_1,1000821,122,2457,310,22,4,0,1387,1212,190,4,0,0,0,46,124885346
2019_1,1000820,165,2889,475,46,4,4,1638,1535,239,4,2,0,0,49,118701594
2019_1,1000819,246,3348,1523,56,2,0,2116,1799,792,178,44,0,0,53,108622364
2019_1,1000818,213,2830,800,305,6,0,1713,1909,85,234,0,0,0,54,103477784
2019_1,1000817,130,2663,622,686,4,0,985,1901,527,562,0,0,0,55,113452670
2019_1,1000294,98,1123,418,53,17,0,782,696,133,0,0,0,0,56,115610702
2019_1,1000295,105,2717,1299,845,56,0,1069,1043,2167,638,0,0,0,61,147437406
2019_1,1000296,170,1663,988,78,0,2,395,1852,478,4,0,0,2,59,144164781
2019_1,1000297,119,1637,3741,644,136,1,443,880,2343,2365,128,0,0,67,184190463
2019_1,1000298,371,6765,4305,1139,2,0,1859,4537,3515,2168,132,0,0,58,139252276
2019_1,1000299,76,1130,238,161,38,4,614,845,108,2,2,0,0,61,114108463
2019_1,1000300,139,4680,2813,1073,0,0,2105,1168,2314,1973,1006,0,0,59,164564581
2019_1,1000301,156,3044,2471,623,1,0,953,1434,1154,2226,372,0,0,62,176792349
2019_1,1000302,92,3002,2462,1030,0,0,339,626,2332,2817,380,0,0,66,222777397
2019_1,1000303,87,3967,2251,1184,0,0,1429,716,2071,2068,1118,0,0,61,197626171
2019_1,1000304,98,1637,1265,343,9,0,663,695,1100,588,208,0,0,57,149914104
2019_1,1000305,106,1449,1710,386,17,0,676,544,523,1325,442,52,0,59,166185485
2019_1,1000306,153,1349,803,154,79,22,831,1021,431,103,15,6,0,63,145634090
2019_1,1000307,94,2040,1600,280,0,6,234,1527,1185,812,168,0,0,62,171623561
2019_1,1000308,102,1876,1049,4,192,100,267,1123,1139,640,52,0,0,58,148444262
2019_1,1000309,76,2597,2265,1017,48,0,860,590,2091,2386,0,0,0,66,193310105
2019_1,1000310,50,2996,1618,800,0,0,1744,355,383,1646,1286,0,0,65,224384768
2019_1,1000311,169,2847,1779,933,62,0,993,1746,1632,1250,0,0,0,63,157840156
2019_1,1000312,83,3806,3568,1315,0,0,850,929,4841,1943,126,0,0,63,189174500
2019_1,1000313,198,2573,838,167,2,0,1303,911,691,675,0,0,0,44,110904502
2019_1,1000314,123,1387,826,14,0,0,435,1175,513,104,0,0,0,55,132797311
2019_1,1000315,245,4261,1545,736,2,3,1778,2874,1562,333,0,0,0,55,117820862
2019_1,1000316,182,3140,1003,656,6,0,1426,1804,1011,564,0,0,0,54,115433591
2019_1,1000317,230,3714,794,122,4,0,1971,2108,149,378,28,0,0,51,105794628
2019_1,1000318,106,3390,1006,8,0,0,2215,1360,347,482,0,0,0,51,110340559
2019_1,1000319,161,2545,1180,0,6,3,1315,1528,402,489,0,0,0,50,110794716
2019_1,1000320,133,1906,924,116,0,2,614,798,446,912,178,0,0,47,127881383
2019_1,1000321,225,2945,639,11,0,0,1343,2157,95,0,0,0,0,53,113589698
2019_1,1000322,215,3060,530,42,2,0,1021,2493,120,0,0,0,0,52,124983427
2019_1,1000323,177,2550,1330,52,0,0,1216,1751,825,140,0,0,0,53,123669233
2019_1,1000324,164,3149,1140,54,0,0,1964,1657,722,0,0,0,0,51,109832744
2019_1,1000325,26,332,39,2,0,0,64,305,4,0,0,0,0,52,120537619
2019_1,1000326,139,2284,504,54,3,0,1092,1255,446,52,0,0,0,53,110755978
2019_1,1000327,269,4131,1015,6,0,3,2108,2464,580,3,0,0,0,52,109191758
2019_1,1000328,164,3776,2732,992,0,0,514,804,2466,2760,956,0,0,57,182367057
2019_1,1000329,227,3620,2205,544,0,0,850,1663,1560,1770,526,0,0,53,150998287
2019_1,1000330,125,6789,5167,716,2,0,2875,2200,4422,2591,586,0,0,66,213097537
2019_1,1000331,242,5651,2387,478,2,0,2007,3028,2636,643,204,0,0,56,143013378
2019_1,1000332,217,3186,680,64,2,0,865,2515,292,228,32,0,0,52,133139658
2019_1,1000333,371,4859,1326,79,2,0,2452,3387,286,141,0,0,0,52,110917023
2019_1,1000334,386,6160,1420,270,8,0,2808,4255,683,112,0,0,0,53,112282254
2019_1,1000335,226,3305,1221,90,2,0,1082,2466,566,472,32,0,0,53,132242368
2019_1,1000336,155,2149,841,64,2,0,854,1693,509,0,0,0,0,52,121906853
2019_1,1000337,305,4429,1034,38,38,2,2161,2928,414,36,2,0,0,52,110918293
2019_1,1000338,187,2513,495,12,0,0,730,2182,108,0,0,0,0,52,130149062
2019_1,1000339,200,3173,556,52,0,0,1780,1799,202,0,0,0,0,51,107653182
2019_1,1000340,151,2411,2027,680,4,0,941,1236,1951,994,0,0,0,61,145483532
2019_1,1000341,512,7145,942,78,36,2,5553,1978,558,112,2,0,0,47,82604537
2019_1,1000342,145,2812,867,8,4,0,1622,1538,527,4,0,0,0,50,108637446
2019_1,1000343,326,4895,650,64,8,0,2313,3239,29,36,0,0,0,53,112877385
2019_1,1000344,365,5592,1536,52,20,0,2419,3999,624,158,0,0,0,51,111674330
2019_1,1000345,271,3510,708,98,69,3,1956,2070,353,9,0,0,0,54,115262397
2019_1,1000346,153,12130,3935,156,2,0,5035,6924,3982,282,0,0,0,54,129181627
2019_1,1000347,136,2335,1292,46,46,2,1080,1537,584,520,0,0,0,50,114285291
2019_1,1000348,176,3152,2586,200,46,2,1164,2004,1652,1166,0,0,0,54,127330531
2019_1,1000349,157,2703,2461,156,7,3,1273,1349,1141,1567,0,0,0,53,124534247
2019_1,1000350,103,1650,425,92,2,3,887,948,292,45,0,0,0,54,108855794
2019_1,1001010,313,3967,2138,433,1,20,707,1755,1697,1321,871,208,0,51,154040746
2019_1,1001009,155,2454,2043,514,3,0,253,716,1527,1254,992,272,0,56,179532655
2019_1,1001008,113,981,654,22,0,0,176,577,337,548,19,0,0,54,164628302
2019_1,1001007,63,496,95,1,0,0,65,325,202,0,0,0,0,48,136013139
2019_1,1001006,185,2336,3483,1086,161,17,232,1398,2084,1782,1198,363,26,64,198788093
2019_1,1001005,207,2291,2549,318,7,35,465,1350,1229,1235,719,68,134,55,169877420
2019_1,1001004,381,4262,1966,289,5,26,992,2671,1624,952,241,68,0,52,154844926
2019_1,1001003,195,3681,1823,440,1,0,345,1539,1999,1787,275,0,0,54,173178487
2019_1,1001002,265,3495,3284,346,397,5,431,2214,3039,1248,535,60,0,59,170112864
2019_1,1001001,324,2960,1955,165,22,4,502,2528,1984,88,4,0,0,57,160466422
2019_1,1001000,168,1559,1730,138,2,1,507,1104,1252,566,1,0,0,56,151595391
2019_1,1000999,187,3488,1855,672,0,0,704,1729,2347,821,346,68,0,56,175573615
2019_1,1000998,335,3256,1244,139,1,0,679,2150,1536,275,0,0,0,51,147529391
2019_1,1000997,120,1197,503,170,0,0,243,697,729,201,0,0,0,57,178901443
2019_1,1000996,105,1057,450,119,1,0,179,575,609,242,22,0,0,55,202104036
2019_1,1000995,161,1342,556,143,2,0,197,761,721,279,67,8,10,53,195983335
2019_1,1000994,103,1337,624,200,14,8,128,525,912,441,157,8,12,54,192225732
2019_1,1000993,154,1123,3192,398,7,128,165,744,700,1416,1500,196,127,65,209671539
2019_1,1000992,264,3792,2931,527,41,5,315,1089,2143,814,1776,559,600,60,226934016
2019_1,1000991,440,3546,2682,173,7,31,753,2121,2000,823,221,185,336,55,170081441
2019_1,1000990,334,2696,2113,145,8,11,552,1597,1617,675,171,41,320,57,172070447
2019_1,1000989,291,3165,2170,74,6,0,461,2318,1675,952,9,0,0,55,162741661
2019_1,1000988,247,3729,3048,242,108,22,407,2427,3551,639,124,1,0,61,165281764
2019_1,1000987,178,1639,1985,137,7,17,567,1223,1455,539,0,1,0,60,151990597
2019_1,1000986,342,3531,2003,350,3,26,834,2368,1592,810,241,68,0,54,163439093
2019_1,1000985,421,4121,3281,983,20,0,573,2769,1016,1390,2061,596,0,54,167240777
2019_1,1000984,238,1495,2094,406,66,194,258,1224,1097,655,576,196,249,65,196469497
2019_1,1000983,199,2805,2629,614,3,1,368,1117,1353,1304,1582,328,0,54,171771310
2019_1,1000982,90,956,675,337,0,0,65,325,222,534,656,166,0,57,228493651
2019_1,1000981,156,4248,3732,399,60,6,371,687,2730,3755,713,189,0,57,184010573
2019_1,1000980,167,2740,4104,940,354,0,264,1418,1999,2774,1071,492,120,64,198395381
2019_1,1000979,208,3650,3135,356,18,3,391,1040,1753,3003,822,140,13,54,187066111
2019_1,1000978,261,2406,994,86,2,0,533,1468,871,568,48,0,0,51,154501951
2019_1,1000977,201,2359,2911,424,43,36,387,1139,1510,1403,1108,92,134,58,181557425
2019_1,1000976,67,739,477,209,121,78,3,359,26,94,448,377,317,63,264561178
2019_1,1000975,28,251,2,0,0,0,6,243,4,0,0,0,0,44,143002268
2019_1,1000974,63,91,3154,499,390,56,9,82,12,2683,870,414,120,91,381916258
2019_1,1000973,366,3111,2199,128,28,0,366,2186,2254,632,28,0,0,54,162609386
2019_1,1000972,339,3088,1628,136,28,0,507,2073,1409,863,28,0,0,52,156143710
2019_1,1000971,204,1947,1318,181,0,0,219,1142,1324,733,28,0,0,53,162491990
2019_1,1000970,54,932,294,177,119,78,2,262,138,268,380,253,297,64,280877874
2019_1,1000969,139,1717,1033,427,46,10,222,897,441,831,606,236,0,56,175949968
2019_1,1000968,202,4480,2524,248,60,6,418,1125,3009,2390,319,57,0,55,166079949
2019_1,1000967,225,1546,1582,100,104,4,300,970,993,211,385,221,256,63,198358700
2019_1,1000966,116,1011,805,128,2,0,188,670,559,489,24,16,0,57,170988307
2019_1,1000965,176,3209,2677,1945,1522,69,131,1659,1058,1755,2091,992,1736,72,282365984
2019_1,1000964,171,2080,1957,1045,48,387,313,1088,588,580,1421,881,646,66,237943318
2019_1,1000963,487,6844,1594,535,165,134,1189,4170,1952,622,303,451,585,53,186228796
2019_1,1000962,137,884,3615,3647,515,116,127,623,481,176,1576,2620,3174,83,411215565
2019_1,1000961,114,846,2785,2039,435,146,133,613,479,178,2036,1408,1404,85,349742118
2019_1,1000960,156,2566,2656,423,78,174,259,1261,710,1550,1570,543,4,63,225946675
2019_1,1000959,110,2656,2394,855,191,74,251,900,720,2159,1353,539,248,64,243096085
2019_1,1000958,123,3322,1954,925,269,210,288,1440,603,1919,1487,693,250,62,234935758
2019_1,1000957,256,3644,1910,121,5,0,709,1910,904,1302,854,1,0,52,189395807
2019_1,1000956,354,4792,3050,1224,792,168,1070,2793,1289,1236,1054,1184,1400,56,207949542
2019_1,1000955,263,6340,3629,216,108,198,766,2418,1165,3547,2291,262,42,54,195365926
2019_1,1000954,651,11271,5897,342,21,2,2088,6161,1787,568,605,1154,5170,48,198456015
2019_1,1000953,553,6380,2350,257,122,166,903,4255,2754,785,367,16,195,57,195055248
2019_1,1000952,465,5468,2737,1751,477,58,894,3655,1845,636,1349,1356,756,54,195104843
2019_1,1000951,587,7644,1701,197,221,214,1546,4926,2267,551,273,8,406,51,177578507
2019_1,1000950,391,4818,1335,574,254,2,918,3070,1676,502,301,336,180,52,187299414
2019_1,1000949,470,6547,1589,177,21,6,1388,4129,1602,591,614,12,4,50,180452564
2019_1,1000948,697,9535,2120,257,54,0,2017,6774,2536,552,78,9,0,51,169288638
2019_1,1000947,654,9472,1796,427,407,6,2265,6320,1856,636,228,37,766,49,172820790
2019_1,1000946,699,9471,2020,293,38,2,2084,6775,2161,748,53,3,0,50,167078650
2019_1,1000945,667,10552,2679,1014,588,4,2385,6902,1906,564,53,297,2730,50,182160477
2019_1,1000944,595,8159,3080,354,23,4,1879,5774,1789,649,773,642,114,50,172462887
2019_1,1000351,132,2177,1567,0,9,0,1159,1159,639,796,0,0,0,52,112278158
2019_1,1000352,258,4142,616,304,0,0,2414,2223,129,296,0,0,0,51,103256667
2019_1,1000353,102,3760,3559,930,496,320,660,2359,2420,2310,1044,272,0,64,184047764
2019_1,1000354,245,5248,1085,74,6,0,1347,4340,726,0,0,0,0,53,115745626
2019_1,1000355,296,4630,734,3,144,0,3174,2005,332,0,0,0,0,49,91048780
2019_1,1000356,361,5300,950,0,0,0,3854,2346,50,0,0,0,0,50,89563290
2019_1,1000357,274,4260,655,8,148,4,2864,1871,334,4,2,0,0,51,94054725
2019_1,1000358,216,3373,1030,346,148,2,2257,1593,713,336,0,0,0,53,102949090
2019_1,1000359,247,3994,2033,476,1,0,2216,1969,1039,1280,0,0,0,55,117018280
2019_1,1000001,133,1345,187,48,16,78,458,958,123,31,14,14,76,65,203415347
2019_1,1000002,34,2186,2223,679,0,0,632,357,376,1665,1595,385,78,61,236097443
2019_1,1000003,6,97,120,55,1,2,66,172,35,2,0,0,0,56,150569613
2019_1,1000004,226,2099,530,99,37,15,1457,831,357,89,36,4,6,57,119790306
2019_1,1000005,85,227,633,87,120,120,108,403,331,147,41,63,94,95,258838359
2019_1,1000006,45,289,127,42,18,72,98,238,83,29,18,18,64,92,343920578
2019_1,1000007,16,51,75,8,4,42,26,62,40,8,6,4,34,122,517350223
2019_1,1000008,19,50,46,20,20,92,30,44,26,12,16,28,72,155,670724123
2019_1,1000009,15,50,48,10,8,62,30,44,28,8,12,14,42,144,602375000
2019_1,1000010,82,1221,364,96,23,3,883,401,286,98,38,1,0,52,144519666
2019_1,1000011,171,2815,713,111,0,0,1364,1490,182,362,241,0,0,52,129544584
2019_1,1000012,202,2141,670,60,26,28,457,1761,538,90,46,4,29,62,173147412
2019_1,1000013,2,90,0,2,0,0,66,24,0,2,0,0,0,19,91846591
2019_1,1000014,40,593,39,2,10,0,451,179,4,10,0,0,0,42,94142457
2019_1,1000015,148,1766,307,16,12,4,1145,826,112,16,2,0,4,48,110905299
2019_1,1000016,141,1195,643,140,64,58,321,930,496,158,96,44,55,68,199543340
2019_1,1000017,2,0,255,0,0,0,0,77,178,0,0,0,0,77,206803248
2019_1,1000018,18,1334,850,112,0,0,150,409,641,538,494,64,0,56,197953548
2019_1,1000019,183,2851,783,113,0,0,1283,1647,212,364,241,0,0,52,132738648
2019_1,1000020,122,1877,1268,77,0,0,541,867,1133,353,328,0,0,53,138132793
2019_1,1000021,128,1561,674,126,95,21,974,829,481,136,46,5,6,60,159876241
2019_1,1000022,174,1927,168,46,20,2,908,1121,114,20,0,0,0,48,106404929
2019_1,1000023,153,2139,701,46,14,2,759,949,700,254,240,0,0,49,113734624
