기준_년_분기_코드,상권_코드,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2019_1,1000641,301,109,192,1,23,53,72,78,74,1,8,24,27,28,21,0,15,29,45,50,53
2019_1,1000640,63,22,41,0,6,13,21,17,6,0,2,5,7,6,2,0,4,8,14,11,4
2019_1,1000639,151,49,102,0,34,35,38,18,26,0,4,10,13,6,16,0,30,25,25,12,10
2019_1,1000638,137,47,90,0,11,33,52,25,16,0,3,11,13,11,9,0,8,22,39,14,7
2019_1,1000637,198,83,115,0,31,36,49,44,38,0,8,11,16,17,31,0,23,25,33,27,7
2019_1,1000636,394,294,100,1,37,59,86,139,72,1,29,42,55,104,63,0,8,17,31,35,9
2019_1,1000635,215,159,56,1,11,34,79,71,19,1,8,24,55,55,16,0,3,10,24,16,3
2019_1,1000634,1007,601,406,0,88,124,210,333,252,0,29,69,116,215,172,0,59,55,94,118,80
2019_1,1000633,362,177,185,0,37,64,100,88,73,0,10,31,48,47,41,0,27,33,52,41,32
2019_1,1000632,256,73,183,0,27,48,75,60,46,0,3,17,28,16,9,0,24,31,47,44,37
2019_1,1000631,138,77,61,0,14,22,32,38,32,0,6,10,13,25,23,0,8,12,19,13,9
2019_1,1000630,200,98,102,0,22,36,58,54,30,0,9,17,26,24,22,0,13,19,32,30,8
2019_1,1000629,197,82,115,0,16,36,42,58,45,0,8,18,15,21,20,0,8,18,27,37,25
2019_1,1000628,348,105,243,0,29,34,57,123,105,0,7,13,28,34,23,0,22,21,29,89,82
2019_1,1000627,57,21,36,0,9,7,6,21,14,0,2,3,3,6,7,0,7,4,3,15,7
2019_1,1000626,101,51,50,0,23,24,28,20,6,0,8,12,19,9,3,0,15,12,9,11,3
2019_1,1000625,1325,864,461,5,184,376,358,263,139,1,84,273,273,147,86,4,100,103,85,116,53
2019_1,1000624,90,45,45,0,4,12,31,31,12,0,3,7,17,11,7,0,1,5,14,20,5
2019_1,1000623,105,32,73,0,7,11,33,34,20,0,3,2,8,10,9,0,4,9,25,24,11
2019_1,1000622,202,105,97,0,26,29,47,76,24,0,11,15,21,43,15,0,15,14,26,33,9
2019_1,1000621,194,89,105,0,21,26,56,54,37,0,13,13,24,22,17,0,8,13,32,32,20
2019_1,1000620,661,183,478,1,141,128,146,176,69,0,28,40,50,35,30,1,113,88,96,141,39
2019_1,1000619,251,91,160,0,15,33,72,83,48,0,5,17,24,21,24,0,10,16,48,62,24
2019_1,1000618,117,37,80,1,9,20,37,31,19,1,4,10,13,5,4,0,5,10,24,26,15
2019_1,1000617,281,130,151,2,53,75,57,52,42,1,15,38,28,19,29,1,38,37,29,33,13
2019_1,1000616,267,130,137,1,24,42,71,75,54,1,11,27,33,30,28,0,13,15,38,45,26
2019_1,1000615,3645,2157,1488,0,47,90,169,408,2931,0,17,37,78,194,1831,0,30,53,91,214,1100
2019_1,1000614,857,511,346,3,108,149,204,218,175,3,56,85,116,127,124,0,52,64,88,91,51
2019_1,1000613,453,189,264,0,49,83,142,114,65,0,16,36,53,50,34,0,33,47,89,64,31
2019_1,1000612,67,40,27,0,13,11,20,19,4,0,6,5,12,15,2,0,7,6,8,4,2
2019_1,1000611,194,73,121,0,32,29,54,51,28,0,5,15,17,18,18,0,27,14,37,33,10
2019_1,1000610,104,48,56,0,10,20,24,32,18,0,5,5,11,18,9,0,5,15,13,14,9
2019_1,1000609,122,39,83,0,27,28,30,30,7,0,5,8,10,13,3,0,22,20,20,17,4
2019_1,1000608,787,442,345,0,91,167,197,180,152,0,46,100,125,99,72,0,45,67,72,81,80
2019_1,1000607,376,174,202,0,69,85,96,87,39,0,22,36,43,44,29,0,47,49,53,43,10
2019_1,1000606,1075,841,234,0,47,134,239,329,326,0,23,82,176,277,283,0,24,52,63,52,43
2019_1,1000605,399,148,251,0,89,71,91,74,74,0,25,38,37,21,27,0,64,33,54,53,47
2019_1,1000604,556,271,285,3,81,118,148,134,72,2,39,61,64,66,39,1,42,57,84,68,33
2019_1,1000603,203,86,117,0,20,42,63,51,27,0,6,19,27,21,13,0,14,23,36,30,14
2019_1,1000602,298,95,203,2,80,76,73,43,24,0,6,22,31,20,16,2,74,54,42,23,8
2019_1,1000601,97,24,73,0,17,19,24,20,17,0,4,3,5,6,6,0,13,16,19,14,11
2019_1,1000600,251,107,144,0,15,40,54,69,73,0,4,20,29,28,26,0,11,20,25,41,47
2019_1,1000599,138,71,67,1,19,32,32,33,21,0,9,22,17,11,12,1,10,10,15,22,9
2019_1,1000598,241,104,137,1,21,36,70,69,44,1,3,19,26,33,22,0,18,17,44,36,22
2019_1,1000597,630,439,191,3,52,104,126,191,154,3,22,58,81,144,131,0,30,46,45,47,23
2019_1,1000596,271,99,172,0,20,47,90,70,44,0,8,18,14,29,30,0,12,29,76,41,14
2019_1,1000595,770,492,278,0,77,208,252,152,81,0,32,116,174,113,57,0,45,92,78,39,24
2019_1,1000594,279,158,121,1,24,57,83,77,37,0,14,30,49,38,27,1,10,27,34,39,10
2019_1,1000593,266,88,178,0,12,36,65,79,74,0,3,16,29,22,18,0,9,20,36,57,56
2019_1,1000592,372,143,229,2,32,73,70,99,96,0,11,34,28,32,38,2,21,39,42,67,58
2019_1,1000591,257,114,143,1,28,50,75,62,41,0,7,24,31,28,24,1,21,26,44,34,17
2019_1,1000590,772,497,275,2,90,174,292,144,70,0,48,110,206,90,43,2,42,64,86,54,27
2019_1,1000589,581,427,154,2,45,107,148,156,123,0,24,73,112,121,97,2,21,34,36,35,26
2019_1,1000588,306,146,160,1,31,61,77,85,51,1,13,32,42,30,28,0,18,29,35,55,23
2019_1,1000587,428,274,154,0,33,86,67,101,141,0,10,44,37,61,122,0,23,42,30,40,19
2019_1,1000586,300,169,131,3,21,49,109,71,47,3,12,30,66,38,20,0,9,19,43,33,27
2019_1,1000585,403,142,261,2,58,99,104,90,50,0,15,31,41,34,21,2,43,68,63,56,29
2019_1,1000584,131,80,51,0,10,26,38,33,24,0,5,16,22,19,18,0,5,10,16,14,6
2019_1,1000583,441,299,142,0,42,109,131,112,47,0,18,73,93,83,32,0,24,36,38,29,15
2019_1,1000582,164,55,109,1,27,43,34,26,33,0,12,16,9,9,9,1,15,27,25,17,24
2019_1,1000581,452,263,189,3,76,108,109,116,40,1,32,72,64,66,28,2,44,36,45,50,12
2019_1,1000580,427,204,223,2,46,90,109,107,73,0,17,46,64,42,35,2,29,44,45,65,38
2019_1,1000579,335,255,80,2,44,109,87,65,28,2,23,82,78,48,22,0,21,27,9,17,6
2019_1,1000578,895,496,399,0,99,233,166,212,185,0,27,83,91,156,139,0,72,150,75,56,46
2019_1,1000577,1296,819,477,7,207,298,312,271,201,5,85,183,202,185,159,2,122,115,110,86,42
2019_1,1000576,911,594,317,4,157,293,229,147,81,4,75,183,158,110,64,0,82,110,71,37,17
2019_1,1000575,501,306,195,7,95,125,120,98,56,5,48,76,85,70,22,2,47,49,35,28,34
2019_1,1000574,605,299,306,8,132,170,177,79,39,1,30,90,116,45,17,7,102,80,61,34,22
2019_1,1000573,412,220,192,2,73,79,96,90,72,2,25,50,50,45,48,0,48,29,46,45,24
2019_1,1000572,136,49,87,0,20,29,47,24,16,0,4,11,15,8,11,0,16,18,32,16,5
2019_1,1000571,85,43,42,0,8,19,19,28,11,0,0,8,10,19,6,0,8,11,9,9,5
2019_1,1000570,142,74,68,1,27,31,24,18,41,1,5,14,9,7,38,0,22,17,15,11,3
2019_1,1000569,345,168,177,2,43,58,69,85,88,0,26,39,38,42,23,2,17,19,31,43,65
2019_1,1000568,210,131,79,0,17,46,57,50,40,0,11,24,37,32,27,0,6,22,20,18,13
2019_1,1000567,762,549,213,0,54,103,153,200,252,0,19,51,88,153,238,0,35,52,65,47,14
2019_1,1000566,616,217,399,2,79,137,142,155,101,1,35,65,53,29,34,1,44,72,89,126,67
2019_1,1000565,657,389,268,1,121,233,142,116,44,0,65,153,85,59,27,1,56,80,57,57,17
2019_1,1000564,185,102,83,1,27,32,39,49,37,1,21,19,13,22,26,0,6,13,26,27,11
2019_1,1000563,461,209,252,0,40,90,111,130,90,0,17,50,58,42,42,0,23,40,53,88,48
2019_1,1000562,181,64,117,0,8,26,31,58,58,0,2,9,17,25,11,0,6,17,14,33,47
2019_1,1000561,314,117,197,1,47,80,77,70,39,0,9,34,25,26,23,1,38,46,52,44,16
2019_1,1000560,220,90,130,1,26,41,41,54,57,1,14,25,19,19,12,0,12,16,22,35,45
2019_1,1000559,216,83,133,0,36,51,64,42,23,0,11,22,24,13,13,0,25,29,40,29,10
2019_1,1000558,95,33,62,0,10,11,22,30,22,0,2,5,10,12,4,0,8,6,12,18,18
2019_1,1000557,290,128,162,1,39,65,75,66,44,0,12,38,30,30,18,1,27,27,45,36,26
2019_1,1000556,138,54,84,0,5,26,48,44,15,0,2,10,19,14,9,0,3,16,29,30,6
2019_1,1000555,192,68,124,1,28,41,44,61,17,0,14,15,13,18,8,1,14,26,31,43,9
2019_1,1000554,416,206,210,3,38,85,109,113,68,2,12,40,60,51,41,1,26,45,49,62,27
2019_1,1000553,265,109,156,0,24,44,61,59,77,0,9,24,27,25,24,0,15,20,34,34,53
2019_1,1000552,132,66,66,1,25,31,28,31,16,0,12,15,16,15,8,1,13,16,12,16,8
2019_1,1000551,417,145,272,0,62,86,94,106,69,0,12,26,32,42,33,0,50,60,62,64,36
2019_1,1000550,246,104,142,0,33,55,78,62,18,0,11,19,28,31,15,0,22,36,50,31,3
2019_1,1000549,215,82,133,1,14,43,69,57,31,0,5,19,18,21,19,1,9,24,51,36,12
2019_1,1000548,167,77,90,0,24,41,47,40,15,0,8,18,22,21,8,0,16,23,25,19,7
2019_1,1000547,165,67,98,0,17,31,55,38,24,0,4,14,19,16,14,0,13,17,36,22,10
2019_1,1000546,37,9,28,0,14,5,13,2,3,0,0,1,6,0,2,0,14,4,7,2,1
2019_1,1000545,177,67,110,3,34,32,35,49,24,2,8,10,11,24,12,1,26,22,24,25,12
2019_1,1000544,272,118,154,1,33,44,68,73,53,0,11,22,33,30,22,1,22,22,35,43,31
2019_1,1000543,614,278,336,6,119,126,130,140,93,1,57,80,68,43,29,5,62,46,62,97,64
2019_1,1000542,185,70,115,0,19,23,35,54,54,0,14,15,17,13,11,0,5,8,18,41,43
2019_1,1000541,568,206,362,0,52,129,128,160,99,0,14,51,59,59,23,0,38,78,69,101,76
2019_1,1000540,349,160,189,1,41,77,63,89,78,0,21,47,30,35,27,1,20,30,33,54,51
2019_1,1000539,226,77,149,0,27,47,57,68,27,0,6,16,20,22,13,0,21,31,37,46,14
2019_1,1000538,381,293,88,0,22,39,94,118,108,0,8,27,60,102,96,0,14,12,34,16,12
2019_1,1000537,344,165,179,0,30,72,83,85,74,0,14,47,47,32,25,0,16,25,36,53,49
2019_1,1000536,296,147,149,0,34,56,79,89,38,0,15,34,34,43,21,0,19,22,45,46,17
2019_1,1000535,119,63,56,0,11,25,37,27,19,0,3,11,17,18,14,0,8,14,20,9,5
2019_1,1000534,367,136,231,1,36,63,84,103,80,0,8,27,32,31,38,1,28,36,52,72,42
2019_1,1000533,437,219,218,0,52,89,113,94,89,0,17,36,56,52,58,0,35,53,57,42,31
2019_1,1000532,263,115,148,6,33,50,82,58,34,2,12,21,40,20,20,4,21,29,42,38,14
2019_1,1000531,160,83,77,0,28,27,37,40,28,0,13,17,23,14,16,0,15,10,14,26,12
2019_1,1000530,347,178,169,0,24,46,51,64,162,0,11,20,32,29,86,0,13,26,19,35,76
2019_1,1000529,188,82,106,0,14,25,41,56,52,0,5,11,19,25,22,0,9,14,22,31,30
2019_1,1000528,172,64,108,2,30,34,36,41,29,2,6,12,18,10,16,0,24,22,18,31,13
2019_1,1000527,51,22,29,1,2,3,19,19,7,0,0,2,6,11,3,1,2,1,13,8,4
2019_1,1000526,233,115,118,1,29,45,62,64,32,0,16,20,22,33,24,1,13,25,40,31,8
2019_1,1000525,50,17,33,0,4,10,10,24,2,0,1,1,4,9,2,0,3,9,6,15,0
2019_1,1000524,258,177,81,0,27,108,62,35,26,0,11,74,46,26,20,0,16,34,16,9,6
2019_1,1000523,513,189,324,0,66,119,125,126,77,0,28,56,41,29,35,0,38,63,84,97,42
2019_1,1000522,1421,878,543,4,166,278,373,346,254,0,67,147,235,221,208,4,99,131,138,125,46
2019_1,1000521,417,145,272,1,45,60,113,110,88,0,17,17,50,37,24,1,28,43,63,73,64
2019_1,1000520,196,79,117,0,26,44,51,49,26,0,9,21,20,16,13,0,17,23,31,33,13
2019_1,1000519,571,240,331,1,93,137,146,122,72,0,34,57,55,44,50,1,59,80,91,78,22
2019_1,1000518,274,132,142,1,23,58,59,86,47,1,7,24,23,46,31,0,16,34,36,40,16
2019_1,1000517,568,461,107,0,18,38,46,55,411,0,9,12,23,25,392,0,9,26,23,30,19
2019_1,1000516,254,115,139,0,32,40,51,76,55,0,11,21,18,30,35,0,21,19,33,46,20
2019_1,1000515,335,160,175,0,33,57,103,92,50,0,16,29,55,40,20,0,17,28,48,52,30
2019_1,1000514,244,146,98,0,21,54,71,68,30,0,14,31,43,34,24,0,7,23,28,34,6
2019_1,1000513,143,54,89,0,18,33,35,40,17,0,8,13,14,13,6,0,10,20,21,27,11
2019_1,1000512,133,57,76,0,13,29,36,39,16,0,4,16,18,12,7,0,9,13,18,27,9
2019_1,1000511,270,159,111,0,18,54,68,83,47,0,8,30,33,51,37,0,10,24,35,32,10
2019_1,1000510,305,141,164,1,28,40,91,97,48,0,11,17,36,52,25,1,17,23,55,45,23
2019_1,1000509,492,256,236,2,62,97,139,145,47,2,25,63,69,75,22,0,37,34,70,70,25
2019_1,1000508,727,583,144,1,30,69,163,292,172,1,19,46,139,237,141,0,11,23,24,55,31
2019_1,1000507,72,16,56,0,0,12,10,19,31,0,0,7,3,3,3,0,0,5,7,16,28
2019_1,1000506,775,436,339,0,67,173,254,244,37,0,16,69,157,182,12,0,51,104,97,62,25
2019_1,1000505,457,230,227,2,80,106,153,82,34,0,42,60,78,35,15,2,38,46,75,47,19
2019_1,1000504,1505,790,715,21,455,479,298,163,89,7,230,266,171,73,43,14,225,213,127,90,46
2019_1,1000503,728,471,257,3,158,219,209,91,48,3,67,142,169,60,30,0,91,77,40,31,18
2019_1,1000502,577,318,259,0,80,103,201,134,59,0,32,48,115,81,42,0,48,55,86,53,17
2019_1,1000501,304,131,173,0,41,79,102,54,28,0,17,24,44,24,22,0,24,55,58,30,6
2019_1,1000500,694,318,376,4,154,169,150,96,121,2,62,89,74,37,54,2,92,80,76,59,67
2019_1,1000499,2793,1491,1302,27,560,457,485,547,717,19,271,238,220,178,565,8,289,219,265,369,152
2019_1,1000498,515,178,337,1,92,134,122,107,59,0,29,56,46,29,18,1,63,78,76,78,41
2019_1,1000497,1785,951,834,1,471,629,403,175,106,0,163,333,262,119,74,1,308,296,141,56,32
2019_1,1000496,328,180,148,0,81,112,71,40,24,0,28,66,43,29,14,0,53,46,28,11,10
2019_1,1000495,375,221,154,0,130,121,67,30,27,0,69,72,45,19,16,0,61,49,22,11,11
2019_1,1000494,1165,743,422,6,332,453,222,103,49,1,156,313,153,85,35,5,176,140,69,18,14
2019_1,1000493,1079,647,432,1,239,367,256,145,71,0,98,225,172,98,54,1,141,142,84,47,17
2019_1,1000492,768,408,360,3,195,203,179,127,61,1,66,115,115,70,41,2,129,88,64,57,20
2019_1,1000491,2503,936,1567,11,319,434,337,289,1113,3,119,235,197,100,282,8,200,199,140,189,831
2019_1,1000490,57,28,29,0,3,8,15,20,11,0,1,4,8,6,9,0,2,4,7,14,2
2019_1,1000489,34,8,26,0,10,5,9,5,5,0,0,1,3,1,3,0,10,4,6,4,2
2019_1,1000488,573,316,257,2,123,162,131,82,73,0,55,92,77,50,42,2,68,70,54,32,31
2019_1,1000487,3813,2815,998,3,451,772,928,936,723,0,364,667,748,549,487,3,87,105,180,387,236
2019_1,1000486,75,35,40,0,8,10,16,20,21,0,0,4,3,8,20,0,8,6,13,12,1
2019_1,1000485,485,273,212,0,111,163,95,90,26,0,47,92,55,59,20,0,64,71,40,31,6
2019_1,1000484,1594,851,743,5,350,369,378,299,193,2,128,204,239,159,119,3,222,165,139,140,74
2019_1,1000483,252,135,117,0,57,73,63,33,26,0,20,51,37,19,8,0,37,22,26,14,18
2019_1,1000482,673,433,240,3,88,163,201,149,69,3,34,105,135,108,48,0,54,58,66,41,21
2019_1,1000481,2453,1874,579,5,218,373,388,355,1114,1,97,218,245,273,1040,4,121,155,143,82,74
2019_1,1000480,3061,2199,862,80,707,1020,856,298,100,34,438,742,701,223,61,46,269,278,155,75,39
2019_1,1000479,345,190,155,2,55,81,95,73,39,2,26,50,46,34,32,0,29,31,49,39,7
2019_1,1000478,1080,977,103,0,34,43,70,126,807,0,12,20,44,112,789,0,22,23,26,14,18
2019_1,1000477,1373,865,508,12,250,414,367,251,79,8,126,285,272,135,39,4,124,129,95,116,40
2019_1,1000476,379,214,165,0,72,100,99,74,34,0,24,61,62,44,23,0,48,39,37,30,11
2019_1,1000475,275,136,139,1,31,64,80,71,28,0,11,30,44,35,16,1,20,34,36,36,12
2019_1,1000474,1933,917,1016,17,561,476,447,255,177,4,249,256,169,121,118,13,312,220,278,134,59
2019_1,1000473,1940,1267,673,3,333,536,471,360,237,0,158,367,360,244,138,3,175,169,111,116,99
2019_1,1000472,822,352,470,2,94,140,146,146,294,1,28,72,88,73,90,1,66,68,58,73,204
2019_1,1000471,470,177,293,0,102,125,105,86,52,0,18,38,44,40,37,0,84,87,61,46,15
2019_1,1000470,1036,568,468,3,295,336,235,109,58,0,145,186,166,45,26,3,150,150,69,64,32
2019_1,1000469,1815,970,845,10,505,576,407,200,117,7,208,308,247,124,76,3,297,268,160,76,41
2019_1,1000468,1992,1100,892,5,446,692,469,269,111,1,144,386,314,176,79,4,302,306,155,93,32
2019_1,1000467,2239,1414,825,7,423,521,540,534,214,4,149,315,408,399,139,3,274,206,132,135,75
2019_1,1000466,939,539,400,0,204,283,245,138,69,0,74,162,166,91,46,0,130,121,79,47,23
2019_1,1000465,786,476,310,11,183,230,180,113,69,11,72,137,123,85,48,0,111,93,57,28,21
2019_1,1000464,245,102,143,1,33,51,65,51,44,0,11,22,23,18,28,1,22,29,42,33,16
2019_1,1000463,295,95,200,4,104,80,59,22,26,0,9,21,34,15,16,4,95,59,25,7,10
2019_1,1000462,371,167,204,6,68,85,83,81,48,3,25,49,33,28,29,3,43,36,50,53,19
2019_1,1000461,453,184,269,1,111,103,86,90,62,1,52,51,22,16,42,0,59,52,64,74,20
2019_1,1000460,162,97,65,0,15,55,50,26,16,0,4,38,34,13,8,0,11,17,16,13,8
2019_1,1000459,310,142,168,0,70,69,62,59,50,0,26,32,35,29,20,0,44,37,27,30,30
2019_1,1000458,608,321,287,0,52,109,149,165,133,0,14,59,75,81,92,0,38,50,74,84,41
2019_1,1000457,272,150,122,0,36,48,67,78,43,0,10,28,37,46,29,0,26,20,30,32,14
2019_1,1000456,145,92,53,0,9,27,47,34,28,0,5,18,31,22,16,0,4,9,16,12,12
2019_1,1000455,159,68,91,2,16,39,49,40,13,1,11,19,14,12,11,1,5,20,35,28,2
2019_1,1000454,239,82,157,0,45,59,70,38,27,0,10,21,20,17,14,0,35,38,50,21,13
2019_1,1000453,120,51,69,0,9,19,39,33,20,0,1,7,15,20,8,0,8,12,24,13,12
2019_1,1000452,4645,2804,1841,4,443,1324,1566,1066,242,4,231,899,963,577,130,0,212,425,603,489,112
2019_1,1000451,5040,3125,1915,7,1217,1937,1000,553,326,1,661,1202,692,371,198,6,556,735,308,182,128
2019_1,1000450,359,258,101,0,8,29,54,145,123,0,3,13,40,107,95,0,5,16,14,38,28
2019_1,1000449,405,186,219,3,53,85,108,91,65,1,14,45,58,37,31,2,39,40,50,54,34
2019_1,1000448,353,104,249,0,47,95,101,78,32,0,8,23,27,23,23,0,39,72,74,55,9
2019_1,1000447,255,129,126,2,61,60,46,57,29,1,25,34,20,29,20,1,36,26,26,28,9
2019_1,1000446,681,401,280,4,98,128,184,184,83,2,44,64,94,134,63,2,54,64,90,50,20
2019_1,1000445,175,77,98,1,24,39,41,41,29,0,8,17,24,13,15,1,16,22,17,28,14
2019_1,1000444,87,43,44,0,10,9,28,24,16,0,2,4,17,13,7,0,8,5,11,11,9
2019_1,1000443,342,235,107,0,44,74,81,86,57,0,13,46,58,65,53,0,31,28,23,21,4
2019_1,1000442,294,90,204,1,47,61,73,67,45,1,3,16,28,24,18,0,44,45,45,43,27
2019_1,1000441,446,204,242,0,36,63,107,140,100,0,13,26,48,61,56,0,23,37,59,79,44
2019_1,1000440,294,85,209,0,30,68,81,79,36,0,4,20,16,28,17,0,26,48,65,51,19
2019_1,1000439,422,85,337,1,28,40,84,151,118,0,8,12,16,20,29,1,20,28,68,131,89
2019_1,1000438,351,145,206,1,64,76,104,59,47,0,20,28,43,22,32,1,44,48,61,37,15
2019_1,1000437,428,297,131,1,35,45,85,132,130,0,16,25,50,96,110,1,19,20,35,36,20
2019_1,1000436,326,131,195,1,42,74,76,85,48,0,16,34,29,28,24,1,26,40,47,57,24
2019_1,1000435,246,121,125,0,32,45,67,58,44,0,10,20,43,26,22,0,22,25,24,32,22
2019_1,1000434,82,28,54,0,11,17,26,21,7,0,2,6,11,5,4,0,9,11,15,16,3
2019_1,1000433,310,169,141,0,56,57,69,71,57,0,30,34,24,37,44,0,26,23,45,34,13
2019_1,1000432,92,40,52,0,8,24,22,28,10,0,3,11,8,14,4,0,5,13,14,14,6
2019_1,1000431,57,14,43,0,1,5,13,21,17,0,1,2,4,6,1,0,0,3,9,15,16
2019_1,1000430,284,117,167,0,39,57,72,74,42,0,8,20,35,37,17,0,31,37,37,37,25
2019_1,1000429,209,80,129,1,26,31,46,60,45,0,12,11,19,18,20,1,14,20,27,42,25
2019_1,1000428,634,472,162,3,44,97,115,161,214,2,18,54,71,130,197,1,26,43,44,31,17
2019_1,1000427,174,96,78,1,19,20,44,42,48,1,9,10,25,24,27,0,10,10,19,18,21
2019_1,1000426,342,223,119,0,20,48,82,103,89,0,6,21,38,82,76,0,14,27,44,21,13
2019_1,1000425,209,93,116,0,28,34,53,58,36,0,9,16,25,23,20,0,19,18,28,35,16
2019_1,1000424,443,156,287,0,37,65,87,75,179,0,15,28,33,38,42,0,22,37,54,37,137
2019_1,1000423,256,138,118,0,27,31,65,72,61,0,8,7,32,40,51,0,19,24,33,32,10
2019_1,1000422,328,243,85,0,9,25,48,106,140,0,1,15,32,78,117,0,8,10,16,28,23
2019_1,1000421,215,79,136,2,25,32,67,55,34,1,10,15,20,18,15,1,15,17,47,37,19
2019_1,1000420,145,74,71,0,18,25,48,40,14,0,6,14,25,22,7,0,12,11,23,18,7
2019_1,1000419,174,62,112,0,24,28,42,37,43,0,6,11,19,12,14,0,18,17,23,25,29
2019_1,1000418,218,99,119,1,27,30,61,58,41,1,11,18,28,25,16,0,16,12,33,33,25
2019_1,1000417,125,56,69,1,7,26,47,26,18,0,3,13,17,14,9,1,4,13,30,12,9
2019_1,1000416,184,75,109,1,14,34,58,50,27,1,4,15,29,16,10,0,10,19,29,34,17
2019_1,1000415,257,131,126,1,33,50,79,59,35,1,13,34,35,29,19,0,20,16,44,30,16
2019_1,1000414,28,7,21,0,1,3,9,8,7,0,0,1,1,1,4,0,1,2,8,7,3
2019_1,1000413,904,436,468,3,86,150,244,244,177,0,28,70,126,116,96,3,58,80,118,128,81
2019_1,1000412,259,117,142,2,34,58,72,57,36,1,13,24,34,27,18,1,21,34,38,30,18
2019_1,1000411,276,137,139,1,32,52,56,76,59,1,11,26,32,33,34,0,21,26,24,43,25
2019_1,1000410,194,54,140,1,19,38,62,50,24,0,9,12,13,9,11,1,10,26,49,41,13
2019_1,1000409,120,46,74,0,16,21,41,31,11,0,9,11,16,6,4,0,7,10,25,25,7
2019_1,1000408,133,41,92,0,7,33,34,34,25,0,3,9,16,8,5,0,4,24,18,26,20
2019_1,1000407,57,13,44,0,5,7,20,11,14,0,1,2,4,4,2,0,4,5,16,7,12
2019_1,1000406,139,68,71,0,20,34,42,22,21,0,6,23,13,14,12,0,14,11,29,8,9
2019_1,1000405,353,190,163,1,41,75,79,83,74,1,17,40,36,48,48,0,24,35,43,35,26
2019_1,1000404,389,117,272,0,58,80,119,95,37,0,11,22,37,23,24,0,47,58,82,72,13
2019_1,1000403,292,126,166,0,28,44,78,83,59,0,8,26,35,40,17,0,20,18,43,43,42
2019_1,1000402,587,231,356,1,57,124,136,187,82,1,13,59,59,54,45,0,44,65,77,133,37
2019_1,1000401,315,160,155,1,62,69,78,65,40,1,19,31,47,38,24,0,43,38,31,27,16
2019_1,1000400,197,42,155,0,25,29,39,73,31,0,6,10,7,10,9,0,19,19,32,63,22
2019_1,1000399,158,80,78,0,14,33,52,43,16,0,9,16,24,22,9,0,5,17,28,21,7
2019_1,1000398,143,75,68,0,15,29,50,32,17,0,3,14,31,17,10,0,12,15,19,15,7
2019_1,1000397,190,110,80,0,9,23,44,67,47,0,5,15,30,42,18,0,4,8,14,25,29
2019_1,1000396,161,72,89,0,12,23,46,52,28,0,8,14,17,17,16,0,4,9,29,35,12
2019_1,1000395,81,15,66,0,5,10,23,22,21,0,1,2,2,2,8,0,4,8,21,20,13
2019_1,1000394,298,110,188,2,37,58,62,82,57,2,17,21,25,26,19,0,20,37,37,56,38
2019_1,1000393,176,82,94,1,12,33,61,48,21,0,5,17,25,22,13,1,7,16,36,26,8
2019_1,1000392,82,21,61,0,7,17,15,28,15,0,2,6,2,8,3,0,5,11,13,20,12
2019_1,1000391,188,77,111,0,31,29,55,41,32,0,15,15,15,10,22,0,16,14,40,31,10
2019_1,1000390,133,63,70,0,21,32,31,35,14,0,9,16,13,15,10,0,12,16,18,20,4
2019_1,1000389,269,124,145,1,32,60,57,84,35,0,9,29,25,34,27,1,23,31,32,50,8
2019_1,1000388,338,149,189,0,13,54,86,110,75,0,6,35,43,41,24,0,7,19,43,69,51
2019_1,1000387,291,117,174,0,38,50,100,70,33,0,14,27,38,24,14,0,24,23,62,46,19
2019_1,1000386,397,152,245,4,55,78,112,89,59,0,16,37,50,33,16,4,39,41,62,56,43
2019_1,1000385,253,92,161,1,30,42,73,64,43,0,15,17,24,18,18,1,15,25,49,46,25
2019_1,1000384,276,129,147,1,26,50,79,79,41,1,11,23,46,25,23,0,15,27,33,54,18
2019_1,1000383,199,64,135,0,25,35,58,59,22,0,9,13,21,15,6,0,16,22,37,44,16
2019_1,1000382,271,145,126,0,27,53,78,75,38,0,10,31,42,38,24,0,17,22,36,37,14
2019_1,1000381,1271,885,386,6,53,82,149,201,780,3,38,53,81,114,596,3,15,29,68,87,184
2019_1,1000380,651,353,298,1,94,95,156,187,118,1,47,49,84,98,74,0,47,46,72,89,44
2019_1,1000379,1373,860,513,15,178,263,311,368,238,9,88,174,210,230,149,6,90,89,101,138,89
2019_1,1000378,280,112,168,0,15,41,82,94,48,0,7,20,25,35,25,0,8,21,57,59,23
2019_1,1000377,183,98,85,1,23,42,54,30,33,1,8,18,25,17,29,0,15,24,29,13,4
2019_1,1000376,169,67,102,2,14,18,42,69,24,2,4,6,17,30,8,0,10,12,25,39,16
